"Plugin","Gutenberg-Compatible","Compatibility Reason","Active Installs"
"permalink-finder","unknown","","10000"
"permalink-manager","unknown","","9000"
"permalink-redirect","unknown","","0"
"permalink-trailing-slash-fixer","unknown","","4000"
"permalinks-migration-plugin-for-wordpress","unknown","","0"
"permalinks-moved-permanently","unknown","","7000"
"persian-fonts","unknown","","3000"
"persian-gravity-forms","unknown","","10000"
"persian-woocommerce","unknown","","40000"
"persian-woocommerce-shipping","unknown","","3000"
"persian-woocommerce-sms","unknown","","4000"
"peters-collaboration-e-mails","unknown","","4000"
"peters-login-redirect","likely_yes","Doesn't include editor functionality","80000"
"peters-post-notes","unknown","","4000"
"phoenix-media-rename","unknown","","3000"
"photection","unknown","","3000"
"photo-book-gallery","unknown","","6000"
"photo-dropper","unknown","","5000"
"photo-galleria","unknown","","4000"
"photo-gallery","likely_no","Some editor UI is missing","300000"
"photo-swipe","unknown","","4000"
"photo-video-gallery-master","unknown","","9000"
"photography-portfolio","unknown","","7000"
"photonic","unknown","","8000"
"photospace","unknown","","5000"
"photoswipe-masonry","unknown","","10000"
"php-browser-detection","unknown","","3000"
"php-code-for-posts","unknown","","0"
"php-code-widget","likely_yes","Doesn't include editor functionality","200000"
"php-compatibility-checker","unknown","","40000"
"php-enkoder","unknown","","4000"
"php-everywhere","unknown","","8000"
"php-execution-plugin","unknown","","10000"
"php-settings","unknown","","20000"
"php-text-widget","unknown","","20000"
"phpsword-favicon-manager","unknown","","7000"
"picasa-express-x2","unknown","","4000"
"pie-register","likely_yes","Doesn't include editor functionality","9000"
"piklist","unknown","","9000"
"pilotpress","unknown","","4000"
"pinterest-badge","unknown","","3000"
"pinterest-hover-pin-it-button","unknown","","10000"
"pinterest-pin-it-button","unknown","","20000"
"pinterest-pin-it-button-for-images","unknown","","9000"
"pinterest-pin-it-button-on-image-hover-and-post","unknown","","30000"
"pinterest-pinboard-widget","unknown","","6000"
"pinterest-rss-widget","unknown","","10000"
"pinterest-verify","unknown","","10000"
"pinterest-verify-meta-tag","unknown","","4000"
"pinterest-widgets","unknown","","10000"
"pipdig-snapcode-widget","unknown","","3000"
"pirate-forms","likely_yes","Existing functionality works in Gutenberg","200000"
"piwik-analytics","likely_yes","Doesn't include editor functionality","10000"
"piwik-tracking-by-mente-binaria","likely_yes","Doesn't include editor functionality","3000"
"pixabay-images","unknown","","40000"
"pixcodes","unknown","","30000"
"pixel-caffeine","unknown","","10000"
"pixelyoursite","yes","Doesn't include editor functionality","80000"
"pixopoint-menu","unknown","","3000"
"pixproof","unknown","","10000"
"pixtypes","unknown","","40000"
"pjw-mime-config","unknown","","4000"
"pl-platform","unknown","","3000"
"planso-forms","unknown","","10000"
"platinum-seo-pack","likely_no","Some editor UI is missing","80000"
"playbuzz","unknown","","4000"
"player","unknown","","10000"
"plugin-central","unknown","","8000"
"plugin-kontakt","unknown","","4000"
"plugin-organizer","unknown","","10000"
"plugin-security-scanner","unknown","","6000"
"plugin-vulnerabilities","unknown","","4000"
"pluginception","unknown","","3000"
"plugins-garbage-collector","likely_yes","Doesn't include editor functionality","10000"
"plugins-load-order","unknown","","3000"
"plugnedit","unknown","","0"
"pmpro-email-templates-addon","unknown","","6000"
"pmpro-mailchimp","unknown","","4000"
"pmpro-register-helper","unknown","","6000"
"pmpro-woocommerce","unknown","","8000"
"podamibe-custom-user-gravatar","unknown","","8000"
"podamibe-simple-footer-widget-area","unknown","","7000"
"podcasting","unknown","","0"
"podlove-podcasting-plugin-for-wordpress","unknown","","3000"
"podpress","unknown","","0"
"pods","unknown","","50000"
"pojo-accessibility","unknown","","10000"
"pojo-builder-animation","unknown","","7000"
"pojo-custom-fonts","unknown","","10000"
"pojo-forms","unknown","","10000"
"pojo-importer","unknown","","10000"
"pojo-lightbox","unknown","","10000"
"pojo-news-ticker","unknown","","10000"
"pojo-sidebars","unknown","","20000"
"polaroid-gallery","unknown","","4000"
"polldaddy","unknown","","10000"
"polylang","yes","Existing functionality works in Gutenberg","300000"
"polylang-theme-strings","unknown","","10000"
"pomo-editor","unknown","","7000"
"pootle-page-builder","unknown","","4000"
"pop-up","unknown","","6000"
"popular-posts-by-webline","unknown","","3000"
"popular-posts-plugin","unknown","","8000"
"popular-posts-tab-widget-for-jetpack","unknown","","5000"
"popular-widget","unknown","","7000"
"popularity-contest","unknown","","0"
"popularity-posts-widget","unknown","","3000"
"popup-builder","likely_no","Existing functionality works in Gutenberg","70000"
"popup-by-supsystic","unknown","","30000"
"popup-contact-form","unknown","","3000"
"popup-maker","likely_no","Some editor UI is missing","200000"
"popup-with-fancybox","unknown","","4000"
"popupally","unknown","","10000"
"popups","unknown","","50000"
"portfolio","unknown","","4000"
"portfolio-filter-gallery","unknown","","5000"
"portfolio-gallery","unknown","","0"
"portfolio-post-type","no","Some editor UI is missing","100000"
"portfolio-slideshow","unknown","","10000"
"portfolio-wp","unknown","","5000"
"post-and-page-builder","unknown","","7000"
"post-cloner","unknown","","5000"
"post-content-shortcodes","unknown","","10000"
"post-date-time-change","unknown","","3000"
"post-duplicator","yes","Doesn't include editor functionality","100000"
"post-expirator","yes","Existing functionality works in Gutenberg","70000"
"post-feature-widget","unknown","","3000"
"post-grid","unknown","","40000"
"post-hit-counter","likely_yes","Doesn't include editor functionality","5000"
"post-layout","unknown","","7000"
"post-list-featured-image","unknown","","5000"
"post-notification","unknown","","0"
"post-or-page-hide-title","unknown","","4000"
"post-plugin-library","yes","Existing functionality works in Gutenberg","60000"
"post-ratings","unknown","","5000"
"post-slider-wd","unknown","","6000"
"post-smtp","likely_yes","Doesn't include editor functionality","30000"
"post-snippets","unknown","","30000"
"post-tags-and-categories-for-pages","unknown","","30000"
"post-teaser","unknown","","4000"
"post-thumbnail-editor","unknown","","50000"
"post-title-marquee-scroll","unknown","","4000"
"post-type-archive-links","unknown","","30000"
"post-type-converter","unknown","","3000"
"post-type-switcher","testing","","80000"
"post-types-order","yes","Doesn't include editor functionality","400000"
"post-views","likely_yes","Doesn't include editor functionality","8000"
"post-views-counter","yes","Doesn't include editor functionality","60000"
"post-views-stats","unknown","","7000"
"postie","unknown","","20000"
"postlinks","unknown","","4000"
"postman-smtp","likely_yes","Doesn't include editor functionality","0"
"postmark-approved-wordpress-plugin","likely_yes","Doesn't include editor functionality","7000"
"postmash","unknown","","4000"
"posts-by-tag","unknown","","4000"
"posts-character-count-admin","unknown","","4000"
"posts-for-page","unknown","","8000"
"posts-in-page","unknown","","40000"
"posts-in-sidebar","unknown","","10000"
"posts-to-page","unknown","","4000"
"posts-to-posts","unknown","","20000"
"posttabs","unknown","","5000"
"powerpack-addon-for-beaver-builder","unknown","","6000"
"powerpress","likely_yes","Doesn't include editor functionality","60000"
"powr-contact-form","unknown","","0"
"powr-countdown-timer","unknown","","0"
"powr-hit-counter","unknown","","0"
"powr-map","unknown","","0"
"powr-weather","unknown","","0"
"ppress","unknown","","5000"
"premium-seo-pack","unknown","","10000"
"preserve-editor-scroll-position","unknown","","10000"
"preserved-html-editor-markup","unknown","","7000"
"preserved-html-editor-markup-plus","unknown","","10000"
"press-elements","unknown","","10000"
"press-permit-core","unknown","","5000"
"press-this","unknown","","7000"
"pretty-link","likely_yes","Some editor UI is missing","200000"
"pretty-pinterest-pins","unknown","","4000"
"prettyphoto","unknown","","10000"
"prettyphoto-media","unknown","","0"
"prevent-content-copy-image-save","unknown","","5000"
"previous-and-next-post-in-same-taxonomy","unknown","","0"
"pricetable","unknown","","9000"
"pricing-deals-for-woocommerce","unknown","","7000"
"pricing-table","unknown","","8000"
"pricing-table-by-supsystic","unknown","","20000"
"pricingtable","unknown","","4000"
"prime-extensions-for-visual-composer","unknown","","3000"
"prime-strategy-bread-crumb","unknown","","10000"
"prime-strategy-page-navi","unknown","","10000"
"print-invoices-packing-slip-labels-for-woocommerce","unknown","","3000"
"print-o-matic","unknown","","9000"
"print-post-and-page","unknown","","4000"
"printfriendly","yes","Doesn't include editor functionality","60000"
"printful-shipping-for-woocommerce","unknown","","10000"
"private-content","unknown","","9000"
"private-only","unknown","","0"
"privilege-menu","unknown","","3000"
"pro-categories-widget","unknown","","4000"
"product-carousel-slider-for-woocommerce","unknown","","10000"
"product-catalog","unknown","","0"
"product-enquiry-for-woocommerce","unknown","","8000"
"product-import-export-for-woo","unknown","","30000"
"product-sales-report-for-woocommerce","unknown","","5000"
"productsize-chart-for-woocommerce","unknown","","3000"
"profile-builder","unknown","","50000"
"progress-bar","unknown","","4000"
"projects-by-woothemes","unknown","","30000"
"promotion-slider","unknown","","10000"
"pronamic-cookies","unknown","","4000"
"pronamic-google-maps","unknown","","8000"
"pronamic-ideal","unknown","","6000"
"propellerads-official","unknown","","5000"
"prophoto3-theme-compatibility-patches","unknown","","0"
"proplayer","unknown","","0"
"protect-uploads","unknown","","10000"
"protect-wp-admin","likely_yes","Doesn't include editor functionality","30000"
"protected-posts-logout-button","unknown","","3000"
"protected-wp-login","likely_yes","Doesn't include editor functionality","3000"
"protection-against-ddos","likely_yes","Doesn't include editor functionality","3000"
"ps-auto-sitemap","yes","Doesn't include editor functionality","200000"
"ps-disable-auto-formatting","no","","60000"
"ps-taxonomy-expander","unknown","","10000"
"pt-elementor-addons-lite","unknown","","4000"
"ptengine-real-time-web-analytics-and-heatmap","likely_yes","Doesn't include editor functionality","10000"
"ptypeconverter","unknown","","7000"
"public-post-preview","unknown","","30000"
"publish-to-apple-news","unknown","","3000"
"pubsubhubbub","yes","Doesn't include editor functionality","100000"
"pure-chat","unknown","","10000"
"purple-xmls-google-product-feed-for-woocommerce","unknown","","3000"
"pushcrew","unknown","","6000"
"pushpress","testing","","80000"
"pw-bulk-edit","unknown","","4000"
"pwebcontact","unknown","","6000"
"pz-linkcard","unknown","","10000"
"q-and-a","unknown","","0"
"q-and-a-focus-plus-faq","unknown","","0"
"q2w3-fixed-widget","yes","Existing functionality works in Gutenberg","100000"
"q2w3-inc-manager","unknown","","6000"
"qqworld-auto-save-images","unknown","","10000"
"qr-code-tag","unknown","","3000"
"qtranslate","unknown","","0"
"qtranslate-slug","unknown","","20000"
"qtranslate-x","likely_no","JavaScript error prevents use","100000"
"qtranslate-xp","unknown","","0"
"query-monitor","likely_yes","Doesn't include editor functionality","40000"
"query-posts","unknown","","5000"
"query-strings-remover","unknown","","10000"
"querywall","unknown","","3000"
"quick-adsense","likely_no","Some editor UI is missing","100000"
"quick-adsense-mobile","unknown","","3000"
"quick-adsense-reloaded","testing","","90000"
"quick-and-easy-faqs","unknown","","9000"
"quick-and-easy-testimonials","unknown","","4000"
"quick-bulk-post-page-creator","unknown","","4000"
"quick-cache","unknown","","0"
"quick-chat","unknown","","8000"
"quick-contact-form","unknown","","8000"
"quick-event-manager","unknown","","5000"
"quick-favicon","unknown","","3000"
"quick-featured-images","unknown","","20000"
"quick-flickr-widget","unknown","","3000"
"quick-pagepost-redirect-plugin","yes","Doesn't include editor functionality","200000"
"quick-paypal-payments","unknown","","5000"
"quick-remove-menu-item","unknown","","6000"
"quick-restaurant-menu","unknown","","5000"
"quickiebar","unknown","","3000"
"quiz-cat","unknown","","3000"
"quiz-master-next","unknown","","20000"
"quotes-collection","unknown","","20000"
"quttera-web-malware-scanner","unknown","","10000"
"radio-buttons-for-taxonomies","unknown","","8000"
"random-banner","unknown","","3000"
"random-content","unknown","","3000"
"random-post-for-widget","unknown","","4000"
"random-posts-plugin","unknown","","5000"
"random-posts-widget","unknown","","4000"
"randomtext","unknown","","8000"
"rara-one-click-demo-import","unknown","","4000"
"rating-widget","unknown","","20000"
"raw-html","unknown","","40000"
"raw-html-snippets","unknown","","4000"
"rb-internal-links","unknown","","5000"
"rdfa-breadcrumb","unknown","","5000"
"re-add-text-justify-button","unknown","","10000"
"re-add-underline-justify","unknown","","50000"
"read-more-excerpt-link","unknown","","4000"
"read-more-without-refresh","unknown","","9000"
"reading-time-wp","unknown","","3000"
"ready-backup","likely_yes","Doesn't include editor functionality","0"
"real-estate-listing-realtyna-wpl","unknown","","5000"
"real-time-find-and-replace","unknown","","40000"
"realia","unknown","","4000"
"really-simple-breadcrumb","unknown","","9000"
"really-simple-captcha","likely_yes","Doesn't include editor functionality","1000000"
"really-simple-click-to-call","unknown","","10000"
"really-simple-csv-importer","likely_yes","Doesn't include editor functionality","70000"
"really-simple-facebook-twitter-share-buttons","unknown","","0"
"really-simple-gallery-widget","unknown","","3000"
"really-simple-ssl","likely_yes","Doesn't include editor functionality","700000"
"really-simple-twitter-feed-widget","unknown","","0"
"recaptcha-in-wp-comments-form","likely_yes","Doesn't include editor functionality","4000"
"recent-facebook-posts","unknown","","20000"
"recent-posts-by-category-widget","unknown","","10000"
"recent-posts-flexslider","unknown","","4000"
"recent-posts-plugin","unknown","","3000"
"recent-posts-plus","unknown","","7000"
"recent-posts-slider","unknown","","8000"
"recent-posts-widget-extended","yes","Doesn't include editor functionality","100000"
"recent-posts-widget-with-thumbnails","likely_yes","Doesn't include editor functionality","100000"
"recent-posts-with-excerpts","unknown","","4000"
"recent-tweets-widget","likely_yes","Existing functionality works in Gutenberg","200000"
"recently-registered","unknown","","8000"
"recipe-card","unknown","","10000"
"redirect","unknown","","5000"
"redirect-404-error-page-to-homepage","unknown","","7000"
"redirect-404-error-page-to-homepage-or-custom-page","unknown","","6000"
"redirect-after-login","likely_yes","Doesn't include editor functionality","10000"
"redirect-editor","unknown","","3000"
"redirect-list","unknown","","3000"
"redirection","yes","Doesn't include editor functionality","900000"
"redirector","unknown","","10000"
"redirects","unknown","","6000"
"redis-cache","likely_yes","Doesn't include editor functionality","20000"
"reduce-bounce-rate","likely_yes","Doesn't include editor functionality","10000"
"redux-developer-mode-disabler","unknown","","5000"
"redux-framework","yes","Doesn't include editor functionality","500000"
"reftagger","unknown","","6000"
"regenerate-thumbnails","yes","Doesn't include editor functionality","1000000"
"regenerate-thumbnails-advanced","unknown","","10000"
"register-plus","unknown","","0"
"register-plus-redux","unknown","","0"
"registered-users-only","unknown","","4000"
"rel-nofollow-checkbox","unknown","","10000"
"related-post","unknown","","3000"
"related-posts","unknown","","0"
"related-posts-by-category","unknown","","0"
"related-posts-by-taxonomy","unknown","","10000"
"related-posts-by-zemanta","unknown","","0"
"related-posts-for-wp","unknown","","20000"
"related-posts-thumbnails","unknown","","30000"
"related-posts-via-categories","unknown","","4000"
"related-youtube-videos","unknown","","3000"
"relative-image-urls","unknown","","4000"
"relative-url","unknown","","5000"
"relevanssi","yes","Doesn't include editor functionality","100000"
"relink","unknown","","8000"
"remove-admin-bar-for-client","unknown","","9000"
"remove-author-pages","unknown","","10000"
"remove-branding-for-yoast-seo","unknown","","5000"
"remove-category-url","unknown","","50000"
"remove-comments-are-closed","unknown","","6000"
"remove-dashboard-access-for-non-admins","unknown","","30000"
"remove-footer-credit","unknown","","20000"
"remove-google-fonts-references","unknown","","20000"
"remove-http","unknown","","4000"
"remove-image-links","unknown","","4000"
"remove-query-strings-from-static-resources","yes","Doesn't include editor functionality","100000"
"remove-query-strings-littlebizzy","unknown","","9000"
"remove-slug-from-custom-post-type","unknown","","4000"
"remove-taxonomy-base-slug","unknown","","9000"
"remove-widget-titles","unknown","","20000"
"remove-wp-branding","unknown","","4000"
"remove-xmlrpc-pingback-ping","unknown","","20000"
"remove-yoast-seo-comments","unknown","","20000"
"removehide-author-date-category-like-entry-meta","unknown","","10000"
"rename-media-files","unknown","","4000"
"rename-wp-login","likely_yes","Doesn't include editor functionality","100000"
"reorder-post-within-categories","unknown","","8000"
"repeater-add-on-for-gravity-forms","unknown","","4000"
"replace-image","unknown","","10000"
"replace-wp-admin-logo","unknown","","3000"
"replace-wp-version","unknown","","3000"
"replyme","unknown","","3000"
"republish-old-posts","unknown","","3000"
"request-call-back","unknown","","3000"
"require-featured-image","unknown","","5000"
"rescue-shortcodes","unknown","","6000"
"reset-wp","likely_yes","Doesn't include editor functionality","30000"
"resize-at-upload-plus","unknown","","10000"
"resize-image-after-upload","unknown","","50000"
"resize-images-before-upload","unknown","","10000"
"resmushit-image-optimizer","unknown","","7000"
"respondjs","unknown","","0"
"responsive-accordion-and-collapse","unknown","","10000"
"responsive-add-ons","likely_yes","Doesn't include editor functionality","60000"
"responsive-admin-maintenance-pro","likely_yes","Doesn't include editor functionality","3000"
"responsive-column-widgets","unknown","","6000"
"responsive-coming-soon","likely_yes","Doesn't include editor functionality","6000"
"responsive-coming-soon-page","likely_yes","Doesn't include editor functionality","6000"
"responsive-full-width-background-slider","unknown","","7000"
"responsive-gallery-grid","unknown","","10000"
"responsive-gallery-with-lightbox","unknown","","10000"
"responsive-header-image-slider","unknown","","8000"
"responsive-image-maps","unknown","","9000"
"responsive-image-widget","unknown","","3000"
"responsive-lightbox","yes","Doesn't include editor functionality","200000"
"responsive-lightbox-lite","unknown","","20000"
"responsive-menu","likely_yes","Doesn't include editor functionality","100000"
"responsive-mortgage-calculator","unknown","","10000"
"responsive-photo-gallery","unknown","","10000"
"responsive-portfolio","unknown","","3000"
"responsive-posts-carousel","unknown","","6000"
"responsive-select-menu","unknown","","20000"
"responsive-slider","unknown","","10000"
"responsive-tabs","unknown","","8000"
"responsive-video-embeds","unknown","","9000"
"responsive-video-light","unknown","","3000"
"responsive-video-shortcodes","unknown","","3000"
"responsivevoice-text-to-speech","unknown","","3000"
"rest-api","yes","Doesn't include editor functionality","50000"
"rest-api-oauth1","unknown","","5000"
"restaurant-reservations","unknown","","20000"
"restore-image-title","unknown","","4000"
"restore-link-title-field","unknown","","9000"
"restrict-author-posting","unknown","","6000"
"restrict-categories","unknown","","7000"
"restrict-content","unknown","","10000"
"restrict-user-access","unknown","","7000"
"restrict-widgets","unknown","","20000"
"restricted-site-access","unknown","","20000"
"resume-builder","unknown","","6000"
"reusable-text-blocks","unknown","","10000"
"reveal-ids-for-wp-admin-25","yes","Doesn't include editor functionality","80000"
"reveal-template","unknown","","3000"
"revision-control","no","Some editor UI is missing","100000"
"revisionary","unknown","","5000"
"revisr","unknown","","3000"
"rewrite-rules-inspector","unknown","","10000"
"ricg-responsive-images","unknown","","10000"
"rich-contact-widget","unknown","","8000"
"rich-reviews","unknown","","10000"
"rich-tax-description-editor","unknown","","3000"
"rich-text-excerpts","unknown","","10000"
"rich-text-tags","unknown","","30000"
"right-click-disable-orignal","unknown","","10000"
"robo-gallery","unknown","","30000"
"robo-maps","unknown","","3000"
"robots-meta","unknown","","0"
"robots-txt-file","unknown","","0"
"robotstxt-rewrite","unknown","","10000"
"rocket-lazy-load","unknown","","10000"
"rocket-maintenance-mode","likely_yes","Doesn't include editor functionality","30000"
"role-scoper","unknown","","10000"
"root-relative-urls","unknown","","30000"
"roses-like-this","unknown","","10000"
"rotatingtweets","unknown","","30000"
"rps-image-gallery","unknown","","5000"
"rs-feedburner","unknown","","0"
"rss-antenna","unknown","","6000"
"rss-feed-widget","unknown","","8000"
"rss-footer","unknown","","10000"
"rss-for-yandex-zen","unknown","","3000"
"rss-image-feed","unknown","","10000"
"rss-import","unknown","","10000"
"rss-importer","unknown","","50000"
"rss-in-page","unknown","","4000"
"rss-includes-pages","unknown","","30000"
"rss-just-better","unknown","","4000"
"rss-post-importer","unknown","","20000"
"rss-via-shortcode-on-page-post","unknown","","5000"
"rsvp","unknown","","5000"
"rt-custom-css-page-and-post","unknown","","10000"
"rt-prettyphoto","unknown","","5000"
"rt-slider","unknown","","6000"
"rtl-tester","unknown","","3000"
"rublon","likely_yes","Doesn't include editor functionality","3000"
"rus-to-lat-advanced","unknown","","20000"
"rustolat","likely_yes","Some editor UI is missing","100000"
"rv-embed-pdf","unknown","","5000"
"rvg-optimize-database","likely_yes","Doesn't include editor functionality","90000"
"s2member","unknown","","30000"
"sabre","unknown","","5000"
"safe-redirect-manager","unknown","","40000"
"safe-svg","unknown","","10000"
"sakura-rs-wp-ssl","unknown","","10000"
"salesforce-wordpress-to-lead","unknown","","8000"
"salon-booking-system","unknown","","4000"
"samsarin-php-widget","unknown","","3000"
"saperu-integration","unknown","","5000"
"saphali-woocommerce-lite","unknown","","30000"
"sassy-social-share","unknown","","40000"
"save-contact-form-7","unknown","","20000"
"save-grab","unknown","","6000"
"save-import-image-from-url","unknown","","3000"
"save-with-keyboard","unknown","","3000"
"say-what","unknown","","10000"
"sb-child-list","unknown","","3000"
"sb-rss-feed-plus","unknown","","6000"
"scalable-vector-graphics-svg","unknown","","20000"
"scheduled-post-trigger","unknown","","10000"
"schema","unknown","","30000"
"schema-app-structured-data-for-schemaorg","unknown","","9000"
"schema-creator","unknown","","0"
"scissors","unknown","","3000"
"scribe","unknown","","0"
"scripts-n-styles","unknown","","20000"
"scripts-to-footerphp","unknown","","20000"
"scroll-back-to-top","unknown","","50000"
"scroll-to-anchor","unknown","","9000"
"scroll-to-top","unknown","","5000"
"scroll-to-top-button","unknown","","4000"
"scroll-top","unknown","","7000"
"scroll-triggered-boxes","unknown","","8000"
"seamless-donations","unknown","","10000"
"seamless-sticky-custom-post-types","unknown","","3000"
"search-and-replace","likely_yes","Doesn't include editor functionality","100000"
"search-autocomplete","unknown","","5000"
"search-by-algolia-instant-relevant-results","unknown","","3000"
"search-by-sku-for-woocommerce","unknown","","10000"
"search-everything","testing","","90000"
"search-exclude","unknown","","20000"
"search-filter","unknown","","20000"
"search-meter","unknown","","30000"
"search-regex","yes","Existing functionality works in Gutenberg, Doesn't include editor functionality","100000"
"search-replace","unknown","","6000"
"search-shortcode","unknown","","4000"
"searchterms-tagging-2","unknown","","0"
"searchwp-live-ajax-search","unknown","","7000"
"secondary-html-content","unknown","","5000"
"secondary-title","unknown","","7000"
"section-widget","unknown","","3000"
"secupress","unknown","","9000"
"secure-html5-video-player","unknown","","4000"
"secure-wordpress","yes","","60000"
"security-ninja","unknown","","9000"
"seed-fonts","unknown","","7000"
"seed-social","unknown","","7000"
"segmentio","likely_yes","Doesn't include editor functionality","4000"
"sem-author-image","unknown","","10000"
"sem-dofollow","unknown","","10000"
"sem-external-links","unknown","","30000"
"send-images-rss","unknown","","4000"
"send-pdf-for-contact-form-7","unknown","","4000"
"sendcloud-shipping","unknown","","3000"
"sendgrid-email-delivery-simplified","likely_yes","Doesn't include editor functionality","80000"
"sendpress","unknown","","10000"
"seo-alrp","unknown","","6000"
"seo-auto-linker","unknown","","6000"
"seo-auto-links","unknown","","10000"
"seo-automatic-links","yes","Doesn't include editor functionality","70000"
"seo-data-transporter","unknown","","6000"
"seo-extended","unknown","","0"
"seo-facebook-comments","unknown","","4000"
"seo-image","yes","Doesn't include editor functionality","100000"
"seo-image-alt-tags","unknown","","3000"
"seo-image-optimizer","unknown","","5000"
"seo-internal-links","unknown","","4000"
"seo-optimized-images","unknown","","10000"
"seo-rank-reporter","unknown","","0"
"seo-redirection","unknown","","50000"
"seo-searchterms-admin","unknown","","3000"
"seo-slugs","unknown","","10000"
"seo-title-tag","unknown","","10000"
"seo-ultimate","yes","Existing functionality works in Gutenberg","100000"
"seo-wizard","unknown","","0"
"seo-wordpress","unknown","","10000"
"seo-xml-sitemap","unknown","","3000"
"series","unknown","","3000"
"seriously-simple-podcasting","yes","Doesn't include editor functionality","10000"
"seriously-simple-stats","likely_yes","Doesn't include editor functionality","3000"
"sermon-browser","unknown","","0"
"sermon-manager-for-wordpress","yes","Doesn't include editor functionality","8000"
"server-ip-memory-usage","unknown","","20000"
"server-status-littlebizzy","likely_yes","Doesn't include editor functionality","7000"
"service-box","unknown","","5000"
"setka-editor","unknown","","4000"
"sexy-author-bio","unknown","","4000"
"sexybookmarks","unknown","","0"
"sf-author-url-control","unknown","","4000"
"sf-move-login","unknown","","10000"
"sf-taxonomy-thumbnail","unknown","","3000"
"sg-cachepress","likely_yes","Doesn't include editor functionality","300000"
"shadowbox-js","unknown","","10000"
"shapely-companion","unknown","","30000"
"share-and-follow","unknown","","0"
"share-buttons","unknown","","10000"
"share-post-on-whatsapp","unknown","","4000"
"share-this","unknown","","0"
"shareadraft","unknown","","5000"
"shareaholic","testing","","100000"
"sharebar","unknown","","9000"
"sharedaddy","unknown","","3000"
"sharethis-share-buttons","unknown","","6000"
"shariff","unknown","","20000"
"shariff-sharing","unknown","","10000"
"sharify","unknown","","10000"
"sharpen-resized-images","unknown","","3000"
"shiftnav-responsive-mobile-menu","unknown","","20000"
"shk-hide-title","unknown","","5000"
"shockingly-simple-favicon","unknown","","8000"
"shop-feed-for-instagram-by-snapppt","unknown","","6000"
"shopify-ecommerce-shopping-cart","unknown","","0"
"shopp","unknown","","3000"
"shortcode","unknown","","3000"
"shortcode-empty-paragraph-fix","unknown","","4000"
"shortcode-exec-php","unknown","","0"
"shortcode-in-menus","unknown","","20000"
"shortcode-menu","unknown","","9000"
"shortcode-pagination-for-woocommerce","unknown","","5000"
"shortcode-redirect","unknown","","9000"
"shortcode-star-rating","unknown","","6000"
"shortcode-ui","unknown","","20000"
"shortcode-widget","unknown","","20000"
"shortcoder","unknown","","30000"
"shortcodes-in-sidebar-widgets","unknown","","6000"
"shortcodes-to-show-or-hide-content","unknown","","7000"
"shortcodes-ui","unknown","","6000"
"shortcodes-ultimate","likely_no","Meta box doesn't work as expected","700000"
"shorten-url","unknown","","6000"
"shortpixel-image-optimiser","yes","Existing functionality works in Gutenberg","60000"
"shoutcast-icecast-html5-radio-player","unknown","","4000"
"show-current-template","unknown","","40000"
"show-hide-author","unknown","","50000"
"show-hidecollapse-expand","unknown","","4000"
"show-posts","unknown","","10000"
"showcase-visual-composer-addon","unknown","","10000"
"showeblogin-facebook-page-like-box","unknown","","4000"
"showid-for-postpagecategorytagcomment","unknown","","10000"
"shutter-reloaded","unknown","","6000"
"si-captcha-for-wordpress","unknown","","0"
"si-contact-form","unknown","","0"
"side-cart-woocommerce","unknown","","3000"
"side-menu","unknown","","4000"
"sidebar-generator","unknown","","0"
"sidebar-login","likely_yes","Doesn't include editor functionality","50000"
"sidebar-manager-light","unknown","","6000"
"sidekick","no","Some editor UI is missing","100000"
"sierotki","unknown","","10000"
"similar-posts","unknown","","40000"
"simple-301-redirects","yes","Doesn't include editor functionality","300000"
"simple-301-redirects-addon-bulk-uploader","unknown","","20000"
"simple-add-pages-or-posts","unknown","","3000"
"simple-ads-manager","unknown","","0"
"simple-analytics","likely_yes","Doesn't include editor functionality","5000"
"simple-audio-player","unknown","","6000"
"simple-author-box","unknown","","20000"
"simple-auto-tag","unknown","","3000"
"simple-automatic-updates","unknown","","10000"
"simple-back-to-top","unknown","","3000"
"simple-backup","likely_yes","Doesn't include editor functionality","0"
"simple-basic-contact-form","unknown","","8000"
"simple-breaks","unknown","","4000"
"simple-cache","unknown","","7000"
"simple-colorbox","unknown","","7000"
"simple-coming-soon-and-under-construction","unknown","","3000"
"simple-contact-form-revisited-plugin","unknown","","4000"
"simple-contact-info","unknown","","0"
"simple-contact-info-widget","unknown","","5000"
"simple-cookie-notification-bar","unknown","","5000"
"simple-css","yes","Existing functionality works in Gutenberg","60000"
"simple-css-for-widgets","unknown","","7000"
"simple-custom-css","yes","Existing functionality works in Gutenberg, Doesn't include editor functionality","300000"
"simple-custom-post-order","yes","Doesn't include editor functionality","100000"
"simple-download-monitor","unknown","","10000"
"simple-drop-cap","unknown","","7000"
"simple-embed-code","unknown","","20000"
"simple-facebook-connect","unknown","","0"
"simple-facebook-og-image","unknown","","3000"
"simple-facebook-plugin","unknown","","40000"
"simple-facebook-twitter-widget","unknown","","10000"
"simple-fields","unknown","","10000"
"simple-file-downloader","unknown","","10000"
"simple-flickr-plugin","unknown","","4000"
"simple-follow-me-social-buttons-widget","unknown","","20000"
"simple-full-screen-background-image","unknown","","20000"
"simple-google-analytics","likely_yes","Doesn't include editor functionality","20000"
"simple-google-analytics-tracking","likely_yes","Doesn't include editor functionality","5000"
"simple-google-map","unknown","","20000"
"simple-google-maps-short-code","unknown","","10000"
